patch_id,travel_time,RM_count,NP_count,RM_per_NP,reaction_time,harvest_time,day
0,4,15,1,15,12,902,M2_Week23_Day2 (24.6.25)
1,8,13,1,13,9,929,M2_Week23_Day2 (24.6.25)
2,4,10,1,10,19,704,M2_Week23_Day2 (24.6.25)
3,8,0,1,0,NA,0,M2_Week23_Day2 (24.6.25)
4,8,6,1,6,43,752,M2_Week23_Day2 (24.6.25)
5,4,6,1,6,5,456,M2_Week23_Day2 (24.6.25)
6,4,0,1,0,NA,0,M2_Week23_Day2 (24.6.25)
7,4,20,1,20,4,1099,M2_Week23_Day2 (24.6.25)
8,3,18,1,18,5,2418,M2_Week23_Day2 (24.6.25)
