patch_id,travel_time,RM_count,NP_count,RM_per_NP,reaction_time,harvest_time,day,mouse_id,patch_size,source_file,parsed_date
1,4,16,1,16,10,595,Week23_Day4 (26.6.25),Mouse1,large,corrected_patch_summary_Mouse1_Day4_26.6.25.csv,2025-06-26
2,4,7,1,7,6,368,Week23_Day4 (26.6.25),Mouse1,small,corrected_patch_summary_Mouse1_Day4_26.6.25.csv,2025-06-26
3,9,1,1,1,12,0,Week23_Day4 (26.6.25),Mouse1,small,corrected_patch_summary_Mouse1_Day4_26.6.25.csv,2025-06-26
4,8,8,1,8,11,326,Week23_Day4 (26.6.25),Mouse1,small,corrected_patch_summary_Mouse1_Day4_26.6.25.csv,2025-06-26
5,8,16,1,16,12,912,Week23_Day4 (26.6.25),Mouse1,large,corrected_patch_summary_Mouse1_Day4_26.6.25.csv,2025-06-26
6,4,1,1,1,5,0,Week23_Day4 (26.6.25),Mouse1,small,corrected_patch_summary_Mouse1_Day4_26.6.25.csv,2025-06-26
7,8,2,1,2,361,56,Week23_Day4 (26.6.25),Mouse1,small,corrected_patch_summary_Mouse1_Day4_26.6.25.csv,2025-06-26
8,8,4,1,4,10,1841,Week23_Day4 (26.6.25),Mouse1,small,corrected_patch_summary_Mouse1_Day4_26.6.25.csv,2025-06-26
0,4,3,1,3,15,109,Week23_Day5 (27.6.25),Mouse1,small,corrected_patch_summary_Mouse1_Day5_27.6.25.csv,2025-06-27
1,4,5,1,5,20,95,Week23_Day5 (27.6.25),Mouse1,small,corrected_patch_summary_Mouse1_Day5_27.6.25.csv,2025-06-27
2,4,7,1,7,26,364,Week23_Day5 (27.6.25),Mouse1,small,corrected_patch_summary_Mouse1_Day5_27.6.25.csv,2025-06-27
3,4,4,1,4,172,72,Week23_Day5 (27.6.25),Mouse1,small,corrected_patch_summary_Mouse1_Day5_27.6.25.csv,2025-06-27
4,8,1,1,1,14,0,Week23_Day5 (27.6.25),Mouse1,small,corrected_patch_summary_Mouse1_Day5_27.6.25.csv,2025-06-27
5,8,4,1,4,48,249,Week23_Day5 (27.6.25),Mouse1,small,corrected_patch_summary_Mouse1_Day5_27.6.25.csv,2025-06-27
6,8,2,1,2,56,6,Week23_Day5 (27.6.25),Mouse1,small,corrected_patch_summary_Mouse1_Day5_27.6.25.csv,2025-06-27
7,8,3,1,3,129,22,Week23_Day5 (27.6.25),Mouse1,small,corrected_patch_summary_Mouse1_Day5_27.6.25.csv,2025-06-27
8,8,2,1,2,9,41,Week23_Day5 (27.6.25),Mouse1,small,corrected_patch_summary_Mouse1_Day5_27.6.25.csv,2025-06-27
9,4,20,1,20,21,1048,Week23_Day5 (27.6.25),Mouse1,large,corrected_patch_summary_Mouse1_Day5_27.6.25.csv,2025-06-27
10,4,17,1,17,5,2389,Week23_Day5 (27.6.25),Mouse1,large,corrected_patch_summary_Mouse1_Day5_27.6.25.csv,2025-06-27
11,8,2,1,2,33,308,Week23_Day5 (27.6.25),Mouse1,small,corrected_patch_summary_Mouse1_Day5_27.6.25.csv,2025-06-27
12,8,16,1,16,434,2089,Week23_Day5 (27.6.25),Mouse1,large,corrected_patch_summary_Mouse1_Day5_27.6.25.csv,2025-06-27
13,3,1,1,1,146,0,Week23_Day5 (27.6.25),Mouse1,small,corrected_patch_summary_Mouse1_Day5_27.6.25.csv,2025-06-27
14,4,2,1,2,4,23,Week23_Day5 (27.6.25),Mouse1,small,corrected_patch_summary_Mouse1_Day5_27.6.25.csv,2025-06-27
