patch_id,travel_time,RM_count,NP_count,RM_per_NP,reaction_time,harvest_time,day,mouse_id,patch_size,source_file,parsed_date
10,8,0,1,0,NA,0,M2_Week23_Day4 (26.6.25),Mouse2,small,corrected_patch_summary_Mouse2_Day13_26.6.25.csv,2025-06-26
11,8,1,1,1,11,0,M2_Week23_Day4 (26.6.25),Mouse2,small,corrected_patch_summary_Mouse2_Day13_26.6.25.csv,2025-06-26
12,8,2,1,2,43,69,M2_Week23_Day4 (26.6.25),Mouse2,small,corrected_patch_summary_Mouse2_Day13_26.6.25.csv,2025-06-26
13,8,5,1,5,47,358,M2_Week23_Day4 (26.6.25),Mouse2,small,corrected_patch_summary_Mouse2_Day13_26.6.25.csv,2025-06-26
0,4,6,1,6,12,228,M2_Week23_Day5 (27.6.25),Mouse2,small,corrected_patch_summary_Mouse2_Day14_27.6.25.csv,2025-06-27
1,4,0,1,0,NA,0,M2_Week23_Day5 (27.6.25),Mouse2,small,corrected_patch_summary_Mouse2_Day14_27.6.25.csv,2025-06-27
2,4,2,1,2,11,26,M2_Week23_Day5 (27.6.25),Mouse2,small,corrected_patch_summary_Mouse2_Day14_27.6.25.csv,2025-06-27
3,4,3,1,3,8,60,M2_Week23_Day5 (27.6.25),Mouse2,small,corrected_patch_summary_Mouse2_Day14_27.6.25.csv,2025-06-27
4,4,6,1,6,5,488,M2_Week23_Day5 (27.6.25),Mouse2,small,corrected_patch_summary_Mouse2_Day14_27.6.25.csv,2025-06-27
5,8,0,1,0,NA,0,M2_Week23_Day5 (27.6.25),Mouse2,small,corrected_patch_summary_Mouse2_Day14_27.6.25.csv,2025-06-27
6,8,1,1,1,17,0,M2_Week23_Day5 (27.6.25),Mouse2,small,corrected_patch_summary_Mouse2_Day14_27.6.25.csv,2025-06-27
7,8,0,1,0,NA,0,M2_Week23_Day5 (27.6.25),Mouse2,small,corrected_patch_summary_Mouse2_Day14_27.6.25.csv,2025-06-27
8,8,2,1,2,26,26,M2_Week23_Day5 (27.6.25),Mouse2,small,corrected_patch_summary_Mouse2_Day14_27.6.25.csv,2025-06-27
9,8,0,1,0,NA,0,M2_Week23_Day5 (27.6.25),Mouse2,small,corrected_patch_summary_Mouse2_Day14_27.6.25.csv,2025-06-27
10,8,1,1,1,23,0,M2_Week23_Day5 (27.6.25),Mouse2,small,corrected_patch_summary_Mouse2_Day14_27.6.25.csv,2025-06-27
11,8,17,1,17,13,704,M2_Week23_Day5 (27.6.25),Mouse2,large,corrected_patch_summary_Mouse2_Day14_27.6.25.csv,2025-06-27
12,4,20,1,20,47,1559,M2_Week23_Day5 (27.6.25),Mouse2,large,corrected_patch_summary_Mouse2_Day14_27.6.25.csv,2025-06-27
13,4,12,1,12,6,968,M2_Week23_Day5 (27.6.25),Mouse2,large,corrected_patch_summary_Mouse2_Day14_27.6.25.csv,2025-06-27
14,8,1,1,1,22,0,M2_Week23_Day5 (27.6.25),Mouse2,small,corrected_patch_summary_Mouse2_Day14_27.6.25.csv,2025-06-27
15,8,10,1,10,28,426,M2_Week23_Day5 (27.6.25),Mouse2,large,corrected_patch_summary_Mouse2_Day14_27.6.25.csv,2025-06-27
16,8,1,1,1,18,0,M2_Week23_Day5 (27.6.25),Mouse2,small,corrected_patch_summary_Mouse2_Day14_27.6.25.csv,2025-06-27
17,8,8,1,8,87,351,M2_Week23_Day5 (27.6.25),Mouse2,small,corrected_patch_summary_Mouse2_Day14_27.6.25.csv,2025-06-27
18,4,4,1,4,8,117,M2_Week23_Day5 (27.6.25),Mouse2,small,corrected_patch_summary_Mouse2_Day14_27.6.25.csv,2025-06-27
19,4,11,1,11,37,555,M2_Week23_Day5 (27.6.25),Mouse2,large,corrected_patch_summary_Mouse2_Day14_27.6.25.csv,2025-06-27
20,8,3,1,3,12,239,M2_Week23_Day5 (27.6.25),Mouse2,small,corrected_patch_summary_Mouse2_Day14_27.6.25.csv,2025-06-27
21,8,2,1,2,9,159,M2_Week23_Day5 (27.6.25),Mouse2,small,corrected_patch_summary_Mouse2_Day14_27.6.25.csv,2025-06-27
