patch_id,travel_time,RM_count,NP_count,RM_per_NP,reaction_time,harvest_time,day
0,3,2,1,2,15,23,Week23_Day4 (26.6.25)
1,4,16,1,16,10,595,Week23_Day4 (26.6.25)
2,4,7,1,7,6,368,Week23_Day4 (26.6.25)
3,9,1,1,1,12,0,Week23_Day4 (26.6.25)
4,8,8,1,8,11,326,Week23_Day4 (26.6.25)
5,8,16,1,16,12,912,Week23_Day4 (26.6.25)
6,4,1,1,1,5,0,Week23_Day4 (26.6.25)
7,8,2,1,2,361,56,Week23_Day4 (26.6.25)
8,8,4,1,4,10,1841,Week23_Day4 (26.6.25)
