patch_id,travel_time,RM_count,NP_count,RM_per_NP,reaction_time,harvest_time,day
0,4,18,1,18,6,224,Day2 (10.6.25)
1,4,10,1,10,9,174,Day2 (10.6.25)
2,4,20,1,20,8,533,Day2 (10.6.25)
3,8,15,1,15,18,253,Day2 (10.6.25)
4,8,20,1,20,29,381,Day2 (10.6.25)
5,4,14,1,14,9,946,Day2 (10.6.25)
6,8,14,1,14,23,736,Day2 (10.6.25)
7,8,20,1,20,78,938,Day2 (10.6.25)
8,8,3,1,3,22,111,Day2 (10.6.25)
